SEQENCE_ID                     TM SP PREDICTION
cgd8_2120-RA-p1                 0  0 o
cgd8_2130-RA-p1                 0  0 o
cgd8_2140-RA-p1                 2  0 i12-31o61-79i
cgd8_2150-RA-p1                 0  0 o
cgd8_2160-RA-p1                 1  0 i119-137o
cgd8_2170-RA-p1                 0  0 o
cgd8_2180-RA-p1                 0  0 o
cgd8_2190-RA-p1                 0  0 o
cgd8_220-RA-p1                  0  0 i
cgd8_2200-RA-p1                 0  0 o
cgd8_2210-RA-p1                 0  0 o
cgd8_2220-RA-p1                 0  Y n4-15c19/20o
cgd8_2230-RA-p1                 1  0 i120-138o
cgd8_2240-RA-p1                 0  0 i
cgd8_2250-RA-p1                 0  0 o
cgd8_2260-RA-p1                13  Y n5-16c21/22o517-544i588-608o620-641i666-689o695-712i719-737o757-775i782-798o804-822i916-934o954-979i991-1011o1017-1040i
cgd8_2270-RA-p1                 0  0 o
cgd8_2280-RA-p1                 5  0 o16-38i144-165o177-198i205-222o234-259i
cgd8_2290-RA-p1                 0  0 o
cgd8_230-RA-p1                  0  0 o
cgd8_2300-RA-p1                 0  0 o
cgd8_2310-RA-p1                 4  0 o6-24i45-70o90-108i120-141o
cgd8_2320-RA-p1                 1  0 i124-143o
cgd8_2330-RA-p1                11  Y n16-28c33/34o86-106i118-137o143-160i172-193o248-270i282-306o326-347i1003-1027o1033-1051i1063-1085o1091-1113i
cgd8_2340-RA-p1                 0  0 o
cgd8_2350-RA-p1                 0  0 o
cgd8_2360-RA-p1                 2  0 i100-117o123-146i
cgd8_2370-RA-p1                 0  0 o
cgd8_2380-RA-p1                 0  0 o
cgd8_2390-RA-p1                 0  0 o
cgd8_240-RA-p1                  6  0 i56-76o134-153i174-196o216-236i248-270o290-311i
cgd8_2400-RA-p1                 0  0 o
cgd8_2410-RA-p1                 1  0 o740-770i
cgd8_2420-RA-p1                 0  0 o
cgd8_2430-RA-p1                 0  0 o
cgd8_2440-RA-p1                 0  0 o
cgd8_2450-RA-p1                 0  0 o
cgd8_2460-RA-p1                 0  0 o
cgd8_2463-RA-p1                 0  0 o
cgd8_2470-RA-p1                 4  0 i25-43o49-65i77-100o106-128i
cgd8_2480-RA-p1                 1  Y n5-16c21/22o31-53i
cgd8_2490-RA-p1                 0  Y n3-18c23/24o
cgd8_250-RA-p1                  0  0 o
cgd8_2500-RA-p1                 3  Y n3-14c18/19o34-54i383-399o451-470i
cgd8_2510-RA-p1                 0  0 o
cgd8_2520-RA-p1                 1  0 o1041-1057i
cgd8_2530-RA-p1                 0  Y n8-19c27/28o
cgd8_2540-RA-p1                 0  0 o
cgd8_2550-RA-p1                 6  0 i643-660o666-686i987-1013o1019-1036i1140-1159o1165-1184i
cgd8_2553-RA-p1                 2  0 o20-39i46-67o
cgd8_2560-RA-p1                 8  0 i9-32o44-65i86-102o108-125i146-169o181-202i247-272o278-294i
cgd8_2570-RA-p1                 0  0 o
cgd8_2580-RA-p1                 0  0 o
cgd8_2590-RA-p1                 0  0 o
cgd8_260-RA-p1                  0  0 o
cgd8_2600-RA-p1                 0  0 o
cgd8_2610-RA-p1                 0  0 o
cgd8_2620-RA-p1                 0  0 o
cgd8_2630-RA-p1                 0  0 o
cgd8_2640-RA-p1                 0  0 o
cgd8_2650-RA-p1                 2  0 o2380-2398i2478-2496o
cgd8_2660-RA-p1                 0  0 o
cgd8_2670-RA-p1                 0  Y n5-16c24/25o
cgd8_2680-RA-p1                 0  Y n8-19c24/25o
cgd8_2690-RA-p1                 0  0 o
cgd8_270-RA-p1                  0  0 o
cgd8_2700-RA-p1                 0  0 o
cgd8_2710-RA-p1                 0  0 o
cgd8_2720-RA-p1                 0  0 o
cgd8_2730-RA-p1                 0  0 o
cgd8_2740-RA-p1                 0  0 o
cgd8_2750-RA-p1                 0  0 o
cgd8_2760-RA-p1                 0  0 o
cgd8_2763-RA-p1                 0  0 o
cgd8_2770-RA-p1                 0  0 o
cgd8_2780-RA-p1                 3  0 o7-29i132-159o179-205i
cgd8_2790-RA-p1                 0  0 o
cgd8_280-RA-p1                  0  0 o
cgd8_2800-RA-p1                 0  Y n4-15c20/21o
cgd8_2810-RA-p1                 0  0 o
cgd8_2820-RA-p1                 6  0 o6-21i33-52o143-164i173-190o218-239i350-369o
cgd8_2830-RA-p1                 0  0 o
cgd8_2840-RA-p1                 0  0 o
cgd8_2850-RA-p1                 1  0 o456-473i
cgd8_2853-RA-p1                 0  0 i
cgd8_2860-RA-p1                 0  0 o
cgd8_2870-RA-p1                 0  0 o
cgd8_2880-RA-p1                 0  0 o
cgd8_2890-RA-p1                 0  0 o
cgd8_290-RA-p1                  0  Y n13-23c28/29o
cgd8_2900-RA-p1                 2  0 i20-38o350-370i
cgd8_2910-RA-p1                 1  0 o1350-1370i
cgd8_2920-RA-p1                 0  0 o
cgd8_293-RA-p1                  2  0 i32-57o69-91i
cgd8_2930-RA-p1                 0  0 o
cgd8_2940-RA-p1                 0  0 o
cgd8_2950-RA-p1                 8  0 i12-31o197-216i228-250o262-284i304-324o336-360i381-400o420-438i
cgd8_2960-RA-p1                 0  0 o
cgd8_2970-RA-p1                 0  0 o
cgd8_2980-RA-p1                 0  0 o
cgd8_2990-RA-p1                 3  0 o20-44i118-139o151-169i
cgd8_30-RA-p1                   0  Y n8-18c23/24o
cgd8_300-RA-p1                  0  0 o
cgd8_3000-RA-p1                 8  0 i270-291o303-327i347-371o391-409i531-548o554-578i599-622o628-645i
cgd8_3010-RA-p1                 0  0 o
cgd8_3020-RA-p1                 0  0 o
cgd8_3030-RA-p1                 0  Y n16-26c31/32o
cgd8_3040-RA-p1                 1  0 o824-844i
cgd8_3050-RA-p1                 0  0 o
cgd8_3060-RA-p1                 0  0 o
cgd8_3070-RA-p1                 0  0 o
cgd8_3080-RA-p1                 0  0 o
cgd8_3090-RA-p1                 0  0 o
cgd8_310-RA-p1                  0  0 o
cgd8_3100-RA-p1                 0  0 o
cgd8_3110-RA-p1                 0  0 o
cgd8_3120-RA-p1                 0  0 o
cgd8_3130-RA-p1                 0  0 o
cgd8_3133-RA-p1                 0  Y n7-17c22/23o
cgd8_3140-RA-p1                 0  Y n8-16c21/22o
cgd8_3150-RA-p1                 0  0 o
cgd8_3160-RA-p1                 0  0 o
cgd8_3170-RA-p1                 0  0 o
cgd8_3173-RA-p1                 0  0 i
cgd8_3180-RA-p1                 1  0 i85-104o
cgd8_3190-RA-p1                 3  0 o6-28i333-353o359-375i
cgd8_320-RA-p1                  0  0 o
cgd8_3200-RA-p1                 0  0 i
cgd8_3210-RA-p1                 0  0 o
cgd8_3220-RA-p1                 0  0 i
cgd8_3230-RA-p1                 0  0 o
cgd8_3240-RA-p1                 0  0 o
cgd8_3250-RA-p1                 0  0 o
cgd8_3260-RA-p1                 0  0 o
cgd8_3263-RA-p1                 0  0 o
cgd8_3270-RA-p1                 0  0 o
cgd8_3273-RA-p1                 0  0 o
cgd8_3280-RA-p1                 0  0 o
cgd8_3290-RA-p1                 0  0 o
cgd8_330-RA-p1                  0  0 o
cgd8_3300-RA-p1                 0  0 o
cgd8_3310-RA-p1                 0  0 o
cgd8_3320-RA-p1                 0  0 o
cgd8_3330-RA-p1                 0  0 i
cgd8_3340-RA-p1                 0  0 o
cgd8_3350-RA-p1                 0  Y n6-13c17/18o
cgd8_3360-RA-p1                 0  0 o
cgd8_3370-RA-p1                 0  0 o
cgd8_3380-RA-p1                 2  0 o393-411i423-444o
cgd8_3390-RA-p1                 0  0 i
cgd8_340-RA-p1                  0  0 o
cgd8_3400-RA-p1                 1  0 o73-95i
cgd8_3410-RA-p1                 0  0 o
cgd8_3413-RA-p1                 0  0 i
cgd8_3420-RA-p1                 0  0 o
cgd8_3430-RA-p1                 0  0 o
cgd8_3440-RA-p1                 0  0 o
cgd8_3450-RA-p1                 0  0 o
cgd8_3460-RA-p1                 0  0 o
cgd8_3470-RA-p1                 5  0 i139-161o181-200i234-254o282-302i314-340o
cgd8_3480-RA-p1                 0  0 i
cgd8_3490-RA-p1                 0  0 o
cgd8_350-RA-p1                  0  0 o
cgd8_3500-RA-p1                 3  0 i248-267o960-980i1180-1196o
cgd8_3510-RA-p1                 0  0 i
cgd8_3520-RA-p1                 0  Y n5-16c20/21o
cgd8_3530-RA-p1                 3  Y n6-14c19/20o150-169i308-324o330-350i
cgd8_3540-RA-p1                 0  Y n14-24c28/29o
cgd8_3550-RA-p1                 1  0 o43-66i
cgd8_3560-RA-p1                 0  Y n6-14c19/20o
cgd8_3570-RA-p1                 0  Y n12-22c30/31o
cgd8_3580-RA-p1                 1  Y n28-40c45/46o266-286i
cgd8_3590-RA-p1                 0  Y n3-14c18/19o
cgd8_360-RA-p1                  0  0 o
cgd8_3600-RA-p1                 0  Y n21-32c37/38o
cgd8_3610-RA-p1                 0  Y n11-22c27/28o
cgd8_3620-RA-p1                 6  0 i38-59o65-85i97-118o138-162i183-210o222-249i
cgd8_3630-RA-p1                 0  0 o
cgd8_3640-RA-p1                12  0 i160-180o480-500i512-534o540-561i758-780o792-813i1007-1027o1279-1301i1308-1328o1334-1360i1381-1399o1405-1433i
cgd8_3650-RA-p1                 0  0 o
cgd8_3653-RA-p1                 0  0 o
cgd8_3660-RA-p1                 0  0 o
cgd8_3670-RA-p1                 1  0 o29-48i
cgd8_3680-RA-p1                 0  0 o
cgd8_3690-RA-p1                 0  0 o
cgd8_370-RA-p1                  0  0 o
cgd8_3700-RA-p1                 0  0 o
cgd8_3703-RA-p1                 0  0 o
cgd8_3710-RA-p1                 0  0 o
cgd8_3720-RA-p1                 0  0 o
cgd8_3730-RA-p1                 0  0 o
cgd8_3740-RA-p1                11  0 i53-73o79-99i136-159o171-190i202-223o243-261i273-294o314-337i368-388o394-418i430-453o
cgd8_3750-RA-p1                 0  0 o
cgd8_3760-RA-p1                 1  Y n6-17c24/25o2013-2036i
cgd8_3770-RA-p1                 0  0 o
cgd8_3780-RA-p1                 1  0 i121-146o
cgd8_3790-RA-p1                 0  0 o
cgd8_380-RA-p1                  1  0 i63-82o
cgd8_3803-RA-p1                 0  0 o
cgd8_3820-RA-p1                 0  0 o
cgd8_3830-RA-p1                 1  Y n3-14c22/23o104-126i
cgd8_3840-RA-p1                 0  0 i
cgd8_3850-RA-p1                 1  0 o308-331i
cgd8_3860-RA-p1                 0  0 o
cgd8_3870-RA-p1                 0  Y n3-14c19/20o
cgd8_3880-RA-p1                 0  Y n14-25c37/38o
cgd8_3890-RA-p1                12  0 o12-32i39-61o67-85i205-224o253-277i289-310o338-356i368-393o413-435i524-544o550-569i581-607o
cgd8_390-RA-p1                  0  0 o
cgd8_3900-RA-p1                 0  0 o
cgd8_3910-RA-p1                12  0 i89-110o130-148i160-177o183-204i216-238o250-269i361-382o418-436i448-471o477-499i511-537o557-579i
cgd8_3920-RA-p1                 1  Y n13-24c29/30o205-226i
cgd8_3930-RA-p1                 2  0 i416-436o462-479i
cgd8_3940-RA-p1                 0  0 o
cgd8_3950-RA-p1                 0  0 o
cgd8_3960-RA-p1                 0  0 o
cgd8_3970-RA-p1                 0  0 o
cgd8_3980-RA-p1                 0  0 o
cgd8_3990-RA-p1                 0  0 o
cgd8_40-RA-p1                   2  Y n7-17c25/26o72-92i160-180o
cgd8_400-RA-p1                  0  0 o
cgd8_4000-RA-p1                 0  0 o
cgd8_4010-RA-p1                 0  0 o
cgd8_4020-RA-p1                 0  0 o
cgd8_4030-RA-p1                 0  0 o
cgd8_4040-RA-p1                 0  0 i
cgd8_4050-RA-p1                 0  0 o
cgd8_4060-RA-p1                 0  0 o
cgd8_4070-RA-p1                 2  0 o657-678i820-841o
cgd8_4080-RA-p1                 0  0 o
cgd8_4083-RA-p1                 0  0 o
cgd8_4090-RA-p1                 4  0 i12-31o121-145i157-178o211-232i
cgd8_410-RA-p1                  0  0 o
cgd8_4100-RA-p1                 0  0 o
cgd8_4110-RA-p1                 0  0 o
cgd8_4120-RA-p1                 0  0 o
cgd8_4130-RA-p1                 0  Y n7-18c23/24o
cgd8_4140-RA-p1                 0  0 i
cgd8_4150-RA-p1                 0  0 o
cgd8_4160-RA-p1                 4  0 i12-30o42-65i263-280o355-375i
cgd8_4170-RA-p1                 0  0 o
cgd8_4190-RA-p1                 0  0 i
cgd8_420-RA-p1                  0  0 o
cgd8_4200-RA-p1                 0  0 o
cgd8_4210-RA-p1                 0  0 o
cgd8_4220-RA-p1                 0  0 i
cgd8_4230-RA-p1                 0  Y n12-22c29/30o
cgd8_4240-RA-p1                 0  0 o
cgd8_4250-RA-p1                 2  0 i12-34o40-62i
cgd8_4253-RA-p1                 0  0 o
cgd8_4260-RA-p1                 0  0 o
cgd8_4270-RA-p1                 0  0 o
cgd8_4280-RA-p1                 0  0 o
cgd8_4290-RA-p1                 0  Y n5-15c23/24o
cgd8_430-RA-p1                  0  0 o
cgd8_4300-RA-p1                 0  Y n10-17c22/23o
cgd8_4310-RA-p1                 0  0 o
cgd8_4320-RA-p1                 0  0 o
cgd8_4330-RA-p1                 0  0 o
cgd8_4340-RA-p1                 0  0 o
cgd8_4350-RA-p1                 0  0 o
cgd8_4360-RA-p1                 0  0 o
cgd8_4370-RA-p1                 0  0 o
cgd8_4380-RA-p1                 0  0 o
cgd8_4390-RA-p1                 4  0 i54-72o78-97i109-131o137-160i
cgd8_440-RA-p1                  0  0 o
cgd8_4400-RA-p1                 0  0 o
cgd8_4410-RA-p1                 2  0 i21-45o490-510i
cgd8_4420-RA-p1                 1  0 o772-788i
cgd8_4430-RA-p1                 0  0 o
cgd8_4440-RA-p1                12  0 i25-48o60-79i100-122o157-175i187-208o214-232i244-264o299-319i409-429o449-467i479-507o513-535i
cgd8_4450-RA-p1                12  0 i81-98o118-136i190-208o249-268i381-402o408-428i435-452o458-477i498-517o537-554i575-593o605-635i
cgd8_4460-RA-p1                 0  0 o
cgd8_4470-RA-p1                 0  0 o
cgd8_4480-RA-p1                 0  0 o
cgd8_4490-RA-p1                 0  0 o
cgd8_450-RA-p1                  0  0 o
cgd8_4500-RA-p1                 0  0 o
cgd8_4510-RA-p1                 0  0 o
cgd8_4520-RA-p1                 0  0 o
cgd8_4530-RA-p1                 0  0 o
cgd8_4540-RA-p1                 0  0 o
cgd8_4550-RA-p1                 0  0 o
cgd8_4560-RA-p1                 5  0 o6-25i37-57o69-86i98-118o138-158i
cgd8_4570-RA-p1                 6  0 i54-73o93-115i315-337o357-376i383-399o424-447i
cgd8_4580-RA-p1                 0  0 o
cgd8_4590-RA-p1                 0  0 o
cgd8_460-RA-p1                  0  0 o
cgd8_4600-RA-p1                 0  0 o
cgd8_4610-RA-p1                 0  0 o
cgd8_4620-RA-p1                 0  0 o
cgd8_4630-RA-p1                 7  0 o61-78i99-117o142-165i172-189o195-216i228-252o280-299i
cgd8_4640-RA-p1                 0  0 o
cgd8_4650-RA-p1                 0  0 i
cgd8_4660-RA-p1                 0  Y n9-19c24/25o
cgd8_4670-RA-p1                 0  0 o
cgd8_4680-RA-p1                 0  0 o
cgd8_4690-RA-p1                 2  0 i5-26o1000-1019i
cgd8_470-RA-p1                  0  0 o
cgd8_4700-RA-p1                 0  0 o
cgd8_4710-RA-p1                 0  0 o
cgd8_4720-RA-p1                 0  0 o
cgd8_4730-RA-p1                 4  0 o32-54i66-87o430-453i465-493o
cgd8_4740-RA-p1                 1  0 i63-80o
cgd8_4743-RA-p1                 0  0 o
cgd8_4750-RA-p1                 0  0 o
cgd8_4760-RA-p1                 0  0 o
cgd8_4770-RA-p1                 2  0 o979-998i1005-1023o
cgd8_4780-RA-p1                 3  0 o1459-1484i1504-1520o1540-1559i
cgd8_4783-RA-p1                 1  Y n12-21c25/26o49-69i
cgd8_4790-RA-p1                 4  0 o18-39i60-81o110-132i152-173o
cgd8_480-RA-p1                  0  0 o
cgd8_4800-RA-p1                 0  0 o
cgd8_4810-RA-p1                 0  0 o
cgd8_4813-RA-p1                 0  0 i
cgd8_4820-RA-p1                 0  0 o
cgd8_4830-RA-p1                 0  Y n7-15c19/20o
cgd8_4840-RA-p1                 0  0 o
cgd8_4850-RA-p1                 1  Y n6-17c25/26o962-982i
cgd8_4860-RA-p1                 0  Y n17-28c33/34o
cgd8_4870-RA-p1                 0  0 i
cgd8_4880-RA-p1                 4  0 i12-34o112-134i160-187o215-235i
cgd8_4890-RA-p1                 0  0 o
cgd8_490-RA-p1                  0  0 o
cgd8_4900-RA-p1                 0  0 o
cgd8_4910-RA-p1                 0  0 o
cgd8_4920-RA-p1                 0  0 o
cgd8_4930-RA-p1                 0  0 o
cgd8_4940-RA-p1                 0  0 o
cgd8_4950-RA-p1                 1  0 o497-520i
cgd8_4960-RA-p1                 0  Y n4-12c16/17o
cgd8_4970-RA-p1                 0  0 o
cgd8_4980-RA-p1                 0  0 o
cgd8_4990-RA-p1                 0  0 o
cgd8_50-RA-p1                   4  0 i7-27o271-295i372-398o410-436i
cgd8_500-RA-p1                  0  0 o
cgd8_5000-RA-p1                 0  0 o
cgd8_5010-RA-p1                 4  0 i12-36o48-70i77-97o117-138i
cgd8_5020-RA-p1                 0  0 o
cgd8_503-RA-p1                  0  0 o
cgd8_5030-RA-p1                 0  0 o
cgd8_5040-RA-p1                 0  0 o
cgd8_5050-RA-p1                 4  0 i12-33o53-71i151-168o188-211i
cgd8_5060-RA-p1                 0  0 o
cgd8_5070-RA-p1                 0  0 o
cgd8_5080-RA-p1                 0  Y n12-23c28/29o
cgd8_5090-RA-p1                 1  0 i44-65o
cgd8_510-RA-p1                  0  0 o
cgd8_5100-RA-p1                 0  0 o
cgd8_5110-RA-p1                 0  0 i
cgd8_5120-RA-p1                 0  0 o
cgd8_5130-RA-p1                 0  0 i
cgd8_5140-RA-p1                 1  0 o264-286i
cgd8_5150-RA-p1                 0  0 o
cgd8_5160-RA-p1                 0  0 o
cgd8_5170-RA-p1                 0  0 o
cgd8_5180-RA-p1                 0  0 o
cgd8_5183-RA-p1                 3  0 o651-672i802-818o876-895i
cgd8_5190-RA-p1                 0  0 o
cgd8_520-RA-p1                  1  0 i7-25o
cgd8_5200-RA-p1                 5  0 i155-177o183-201i213-237o243-265i277-300o
cgd8_5210-RA-p1                 0  0 o
cgd8_5220-RA-p1                 4  Y n7-22c27/28o188-207i214-235o259-279i291-313o
cgd8_523-RA-p1                  0  0 o
cgd8_5230-RA-p1                 0  0 o
cgd8_5240-RA-p1                 0  0 o
cgd8_5250-RA-p1                 0  0 o
cgd8_5253-RA-p1                 0  0 i
cgd8_5260-RA-p1                 0  0 o
cgd8_5270-RA-p1                12  0 i21-39o51-73i94-117o137-157i164-186o244-266i278-298o304-326i338-359o365-384i433-450o456-473i
cgd8_5280-RA-p1                 0  0 i
cgd8_5290-RA-p1                 0  Y n6-17c22/23o
cgd8_530-RA-p1                  4  0 o46-65i86-113o125-148i155-180o
cgd8_5300-RA-p1                 0  Y n6-17c25/26o
cgd8_5310-RA-p1                 0  Y n5-15c19/20o
cgd8_5323-RA-p1                 0  0 o
cgd8_5340-RA-p1                 0  Y n7-17c22/23o
cgd8_5350-RA-p1                 0  Y n38-49c54/55o
cgd8_5360-RA-p1                 1  0 i7-24o
cgd8_5370-RA-p1                 1  0 i12-29o
cgd8_5380-RA-p1                 0  Y n7-18c23/24o
cgd8_5390-RA-p1                 0  Y n13-24c29/30o
cgd8_540-RA-p1                  0  Y n5-14c19/20o
cgd8_5400-RA-p1                 0  Y n8-17c22/23o
cgd8_5410-RA-p1                 0  0 o
cgd8_5420-RA-p1                 0  Y n19-30c36/37o
cgd8_550-RA-p1                  6  0 i688-715o1054-1073i1159-1177o1713-1733i2110-2129o2135-2152i
cgd8_560-RA-p1                  5  0 i7-29o35-55i67-86o92-112i180-201o
cgd8_570-RA-p1                  1  0 o908-926i
cgd8_580-RA-p1                  0  0 o
cgd8_590-RA-p1                  1  0 i106-126o
cgd8_60-RA-p1                   2  0 o26-48i182-199o
cgd8_600-RA-p1                  0  Y n7-18c23/24o
cgd8_610-RA-p1                  0  0 o
cgd8_620-RA-p1                  0  0 o
cgd8_630-RA-p1                  0  0 o
cgd8_640-RA-p1                  0  0 o
cgd8_650-RA-p1                  0  0 o
cgd8_660-RA-p1                  0  0 o
cgd8_670-RA-p1                  0  Y n4-12c16/17o
cgd8_680-RA-p1                  0  0 o
cgd8_690-RA-p1                  0  Y n5-16c20/21o
cgd8_70-RA-p1                   1  0 i12-28o
cgd8_700-RA-p1                  0  Y n6-17c22/23o
cgd8_710-RA-p1                  0  0 o
cgd8_720-RA-p1                  0  0 o
cgd8_730-RA-p1                  1  Y n5-16c22/23o229-251i
cgd8_740-RA-p1                  0  0 o
